Year,Category,Subject,World Rank,Institution,Country,Total Score,Q1,CNCI,IC,TOP,AWARD
2021,Natural Sciences,Mathematics,1,Paris-Saclay University,France,328.5,89.4,71.0,73.8,88.9,100.0
2021,Natural Sciences,Mathematics,2,Princeton University,United States,311.2,72.8,88.1,65.8,100.0,81.2
2021,Natural Sciences,Mathematics,3,Sorbonne University,France,269.1,100.0,70.4,72.9,93.2,26.1
2021,Natural Sciences,Mathematics,4,University of Cambridge,United Kingdom,262.9,64.5,88.7,79.7,77.8,60.3
2021,Natural Sciences,Mathematics,5,University of Oxford,United Kingdom,256.2,80.5,73.2,76.9,76.1,47.7
2021,Natural Sciences,Mathematics,6,Stanford University,United States,251.3,64.9,86.6,65.2,87.4,42.6
2021,Natural Sciences,Mathematics,7,Massachusetts Institute of Technology (MIT),United States,243.5,80.1,83.6,64.0,82.7,26.1
2021,Natural Sciences,Mathematics,8,New York University,United States,243.1,61.9,93.2,67.8,60.7,60.3
2021,Natural Sciences,Mathematics,9,ETH Zurich,Switzerland,234.1,72.3,76.7,79.5,64.9,42.6
2021,Natural Sciences,Mathematics,10,The University of Texas at Austin,United States,227.2,67.3,82.8,67.3,48.7,56.4
2021,Natural Sciences,Mathematics,11,"University of California, Los Angeles",United States,219.7,63.7,82.3,65.4,64.9,36.9
2021,Natural Sciences,Mathematics,12,"University of California, Berkeley",United States,218.4,71.5,77.2,63.2,74.3,21.3
2021,Natural Sciences,Mathematics,13,PSL University,France,214.4,71.5,79.5,72.8,58.5,30.2
2021,Natural Sciences,Mathematics,14,University of Bonn,Germany,212.8,65.8,76.6,73.7,51.3,42.6
2021,Natural Sciences,Mathematics,15,University of Wisconsin - Madison,United States,209.3,58.6,77.5,64.9,68.8,30.2
2021,Natural Sciences,Mathematics,16,Harvard University,United States,200.6,48.5,80.6,64.3,68.8,30.2
2021,Natural Sciences,Mathematics,17,Imperial College London,United Kingdom,199.5,71.8,81.3,81.9,70.7,0.0
2021,Natural Sciences,Mathematics,18,University of Warwick,United Kingdom,198.1,59.1,69.7,78.0,45.9,42.6
2021,Natural Sciences,Mathematics,19,Stony Brook University,United States,197.6,44.7,76.5,67.5,58.5,42.6
2021,Natural Sciences,Mathematics,20,University of Chicago,United States,196.5,63.8,78.2,62.5,81.1,0.0
2021,Natural Sciences,Mathematics,21,"Rutgers, The State University of New Jersey - New Brunswick",United States,195.6,59.4,70.0,74.5,56.2,30.2
2021,Natural Sciences,Mathematics,22,University of Paris,France,189.1,67.7,68.7,72.6,72.5,0.0
2021,Natural Sciences,Mathematics,23,Kyoto University,Japan,187.6,58.1,66.5,60.2,62.8,21.3
2021,Natural Sciences,Mathematics,24,The Hebrew University of Jerusalem,Israel,181.2,44.0,60.7,79.0,64.9,26.1
2021,Natural Sciences,Mathematics,25,Columbia University,United States,178.9,56.7,83.3,68.6,66.9,0.0
2021,Natural Sciences,Mathematics,26,University of Toronto,Canada,176.6,59.7,64.5,79.4,68.8,0.0
2021,Natural Sciences,Mathematics,27,University of Illinois at Urbana-Champaign,United States,175.5,59.5,64.6,68.5,48.7,21.3
2021,Natural Sciences,Mathematics,27,University of Michigan-Ann Arbor,United States,175.5,66.4,68.0,61.3,62.8,0.0
2021,Natural Sciences,Mathematics,29,Georgia Institute of Technology,United States,169.8,67.7,73.3,70.5,51.3,0.0
2021,Natural Sciences,Mathematics,30,Northwestern University,United States,169.3,47.3,86.2,60.2,66.9,0.0
2021,Natural Sciences,Mathematics,31,Institut Polytechnique de Paris,France,168.2,66.0,72.0,74.6,51.3,0.0
2021,Natural Sciences,Mathematics,32,KTH Royal Institute of Technology,Sweden,168.0,48.3,68.7,80.1,32.4,36.9
2021,Natural Sciences,Mathematics,33,University of Vienna,Austria,167.3,70.4,70.6,78.8,45.9,0.0
2021,Natural Sciences,Mathematics,34,"University of Maryland, College Park",United States,165.5,57.5,75.8,69.5,56.2,0.0
2021,Natural Sciences,Mathematics,35,The University of Edinburgh,United Kingdom,164.6,51.2,78.2,78.9,32.4,26.1
2021,Natural Sciences,Mathematics,36,Ecole Normale Superieure - Lyon,France,163.2,39.3,69.1,72.6,48.7,26.1
2021,Natural Sciences,Mathematics,37,Tel Aviv University,Israel,160.6,56.9,64.4,76.6,56.2,0.0
2021,Natural Sciences,Mathematics,38,Brown University,United States,159.9,59.9,81.9,65.5,45.9,0.0
2021,Natural Sciences,Mathematics,39,California Institute of Technology,United States,158.5,47.3,74.9,65.3,60.7,0.0
2021,Natural Sciences,Mathematics,39,University of Zurich,Switzerland,158.5,44.5,82.5,82.4,56.2,0.0
2021,Natural Sciences,Mathematics,41,Peking University,China,158.4,73.1,69.0,55.5,39.7,0.0
2021,Natural Sciences,Mathematics,42,Texas A&M University,United States,157.9,65.6,76.9,70.7,39.7,0.0
2021,Natural Sciences,Mathematics,43,"University of California, San Diego",United States,156.5,54.4,68.6,70.3,32.4,21.3
2021,Natural Sciences,Mathematics,44,University of Washington,United States,156.2,54.7,77.7,69.9,48.7,0.0
2021,Natural Sciences,Mathematics,45,University of British Columbia,Canada,153.6,61.2,72.3,82.2,39.7,0.0
2021,Natural Sciences,Mathematics,46,Swiss Federal Institute of Technology Lausanne,Switzerland,152.2,57.7,75.4,85.2,39.7,0.0
2021,Natural Sciences,Mathematics,47,Fudan University,China,151.2,68.2,76.0,62.6,32.4,0.0
2021,Natural Sciences,Mathematics,48,Université Grenoble Alpes,France,150.8,56.6,63.2,69.9,48.7,0.0
2021,Natural Sciences,Mathematics,49,University of Muenster,Germany,150.5,48.5,77.2,73.6,48.7,0.0
2021,Natural Sciences,Mathematics,50,Purdue University - West Lafayette,United States,149.9,62.4,74.1,70.4,36.3,0.0
2021,Natural Sciences,Mathematics,51-75,Aix Marseille University,France,,63.3,63.2,77.8,28.1,0.0
2021,Natural Sciences,Mathematics,51-75,Humboldt University of Berlin,Germany,,54.8,72.4,76.0,42.9,0.0
2021,Natural Sciences,Mathematics,51-75,Indiana University Bloomington,United States,,45.1,66.5,69.1,42.9,0.0
2021,Natural Sciences,Mathematics,51-75,International School for Advanced Studies,Italy,,44.4,87.4,74.3,32.4,0.0
2021,Natural Sciences,Mathematics,51-75,King Abdulaziz University,Saudi Arabia,,82.6,96.2,93.4,0.0,0.0
2021,Natural Sciences,Mathematics,51-75,McGill University,Canada,,47.3,67.5,79.6,42.9,0.0
2021,Natural Sciences,Mathematics,51-75,National University of Singapore,Singapore,,51.2,69.5,88.2,45.9,0.0
2021,Natural Sciences,Mathematics,51-75,Paul Sabatier University (Toulouse 3),France,,56.7,65.7,72.8,42.9,0.0
2021,Natural Sciences,Mathematics,51-75,Rice University,United States,,48.8,81.8,67.3,45.9,0.0
2021,Natural Sciences,Mathematics,51-75,Sapienza University of Rome,Italy,,69.0,75.1,71.6,28.1,0.0
2021,Natural Sciences,Mathematics,51-75,Technical University of Munich,Germany,,59.7,71.8,73.1,28.1,0.0
2021,Natural Sciences,Mathematics,51-75,The University of Tokyo,Japan,,63.9,62.3,59.9,39.7,0.0
2021,Natural Sciences,Mathematics,51-75,Tsinghua University,China,,66.0,67.4,61.0,32.4,0.0
2021,Natural Sciences,Mathematics,51-75,Université Gustave Eiffel,France,,47.3,66.3,76.4,42.9,0.0
2021,Natural Sciences,Mathematics,51-75,University College London,United Kingdom,,51.2,79.1,81.7,36.3,0.0
2021,Natural Sciences,Mathematics,51-75,University of Bordeaux,France,,53.4,59.4,73.7,39.7,0.0
2021,Natural Sciences,Mathematics,51-75,"University of California, Irvine",United States,,49.3,70.7,65.7,45.9,0.0
2021,Natural Sciences,Mathematics,51-75,University of Geneva,Switzerland,,31.4,62.6,84.7,28.1,36.9
2021,Natural Sciences,Mathematics,51-75,University of Milan,Italy,,51.3,82.1,74.9,28.1,0.0
2021,Natural Sciences,Mathematics,51-75,"University of Minnesota, Twin Cities",United States,,60.7,79.1,62.4,36.3,0.0
2021,Natural Sciences,Mathematics,51-75,University of Sao Paulo,Brazil,,65.6,60.9,76.0,36.3,0.0
2021,Natural Sciences,Mathematics,51-75,University of Science and Technology of China,China,,61.8,74.2,61.3,32.4,0.0
2021,Natural Sciences,Mathematics,51-75,University of Utah,United States,,46.4,68.1,61.2,48.7,0.0
2021,Natural Sciences,Mathematics,51-75,Weizmann Institute of Science,Israel,,42.9,71.1,78.7,42.9,0.0
2021,Natural Sciences,Mathematics,51-75,Yale University,United States,,39.2,75.1,60.7,53.8,0.0
2021,Natural Sciences,Mathematics,76-100,Boston College,United States,,31.4,75.1,62.6,45.9,0.0
2021,Natural Sciences,Mathematics,76-100,City University of Hong Kong,Hong Kong (Special Administrative Region of China) [Hong Kong],,56.0,90.7,65.7,16.2,0.0
2021,Natural Sciences,Mathematics,76-100,Claude Bernard University Lyon 1,France,,54.5,59.7,73.7,32.4,0.0
2021,Natural Sciences,Mathematics,76-100,Cornell University,United States,,43.7,67.0,65.9,42.9,0.0
2021,Natural Sciences,Mathematics,76-100,Ecole Centrale Lyon,France,,51.7,60.8,73.5,32.4,0.0
2021,Natural Sciences,Mathematics,76-100,HSE University,Russia [Russian Federation],,56.5,60.4,66.4,32.4,0.0
2021,Natural Sciences,Mathematics,76-100,INSA Lyon,France,,56.4,62.2,72.7,32.4,0.0
2021,Natural Sciences,Mathematics,76-100,KU Leuven,Belgium,,50.9,69.4,81.4,28.1,0.0
2021,Natural Sciences,Mathematics,76-100,Paris 13 University,France,,43.3,65.8,78.0,42.9,0.0
2021,Natural Sciences,Mathematics,76-100,Polytechnic University of Catalonia,"Spain {includes CEUTA, MELILLA}",,55.1,69.3,76.6,28.1,0.0
2021,Natural Sciences,Mathematics,76-100,Shanghai Jiao Tong University,China,,69.6,72.3,63.7,16.2,0.0
2021,Natural Sciences,Mathematics,76-100,Sun Yat-sen University,China,,64.4,70.7,56.3,22.9,0.0
2021,Natural Sciences,Mathematics,76-100,The Ohio State University - Columbus,United States,,50.9,70.4,64.6,28.1,0.0
2021,Natural Sciences,Mathematics,76-100,University of Alberta,Canada,,52.0,69.1,81.3,28.1,0.0
2021,Natural Sciences,Mathematics,76-100,University of Copenhagen,Denmark,,39.3,72.0,82.2,42.9,0.0
2021,Natural Sciences,Mathematics,76-100,University of Côte d'Azur,France,,46.7,65.7,75.3,39.7,0.0
2021,Natural Sciences,Mathematics,76-100,University of Florida,United States,,40.1,64.2,70.1,16.2,26.1
2021,Natural Sciences,Mathematics,76-100,University of Granada,"Spain {includes CEUTA, MELILLA}",,58.6,71.3,72.9,22.9,0.0
2021,Natural Sciences,Mathematics,76-100,University of Pavia,Italy,,47.3,90.5,78.3,22.9,0.0
2021,Natural Sciences,Mathematics,76-100,University of Rennes 1,France,,47.1,63.4,69.0,36.3,0.0
2021,Natural Sciences,Mathematics,76-100,University of Roma - Tor Vergata,Italy,,51.2,70.1,70.1,32.4,0.0
2021,Natural Sciences,Mathematics,76-100,University of Virginia,United States,,35.5,74.1,68.5,39.7,0.0
2021,Natural Sciences,Mathematics,76-100,University of Warsaw,Poland,,52.9,60.2,70.3,32.4,0.0
2021,Natural Sciences,Mathematics,76-100,University Paris Est Creteil,France,,38.4,66.1,76.9,42.9,0.0
2021,Natural Sciences,Mathematics,76-100,Wuhan University,China,,57.7,76.7,54.9,22.9,0.0
2021,Natural Sciences,Mathematics,101-150,Autonomous University of Madrid,"Spain {includes CEUTA, MELILLA}",,53.3,77.2,77.9,16.2,0.0
2021,Natural Sciences,Mathematics,101-150,Bielefeld University,Germany,,43.2,74.7,79.4,22.9,0.0
2021,Natural Sciences,Mathematics,101-150,Carnegie Mellon University,United States,,48.4,64.2,63.7,22.9,0.0
2021,Natural Sciences,Mathematics,101-150,Catholic University of Louvain,Belgium,,40.4,77.9,82.1,22.9,0.0
2021,Natural Sciences,Mathematics,101-150,Chalmers University of Technology,Sweden,,40.7,64.6,83.1,36.3,0.0
2021,Natural Sciences,Mathematics,101-150,Charles University in Prague,Czech Republic,,54.6,59.6,76.5,16.2,0.0
2021,Natural Sciences,Mathematics,101-150,China Medical University (Taichung),"China (Taiwan) [Taiwan, Province Of China]",,50.4,100.0,96.4,0.0,0.0
2021,Natural Sciences,Mathematics,101-150,Complutense University of Madrid,"Spain {includes CEUTA, MELILLA}",,53.9,66.5,72.0,16.2,0.0
2021,Natural Sciences,Mathematics,101-150,Duke University,United States,,44.5,71.4,68.3,22.9,0.0
2021,Natural Sciences,Mathematics,101-150,Goethe University Frankfurt,Germany,,33.4,74.4,76.2,36.3,0.0
2021,Natural Sciences,Mathematics,101-150,Harbin Institute of Technology,China,,71.6,85.1,48.5,0.0,0.0
2021,Natural Sciences,Mathematics,101-150,Heriot-Watt University,United Kingdom,,42.4,74.9,79.0,22.9,0.0
2021,Natural Sciences,Mathematics,101-150,Johns Hopkins University,United States,,41.4,73.4,65.4,32.4,0.0
2021,Natural Sciences,Mathematics,101-150,Louisiana State University - Baton Rouge,United States,,39.2,65.2,67.4,36.3,0.0
2021,Natural Sciences,Mathematics,101-150,Michigan State University,United States,,50.7,77.2,68.1,22.9,0.0
2021,Natural Sciences,Mathematics,101-150,Nankai University,China,,54.5,71.8,54.8,22.9,0.0
2021,Natural Sciences,Mathematics,101-150,Pennsylvania State University - University Park,United States,,49.6,67.1,67.2,28.1,0.0
2021,Natural Sciences,Mathematics,101-150,Qufu Normal University,China,,62.2,100.0,53.3,0.0,0.0
2021,Natural Sciences,Mathematics,101-150,Saint Petersburg State University,Russia [Russian Federation],,50.4,57.9,65.3,28.1,0.0
2021,Natural Sciences,Mathematics,101-150,Scuola Normale Superiore - Pisa,Italy,,38.4,85.8,73.1,22.9,0.0
2021,Natural Sciences,Mathematics,101-150,Seoul National University,"Korea (South) [Korea, Republic of]",,54.9,70.4,66.3,16.2,0.0
2021,Natural Sciences,Mathematics,101-150,Shandong University of Science and Technology,China,,57.9,100.0,50.2,0.0,0.0
2021,Natural Sciences,Mathematics,101-150,Southeast University,China,,62.1,99.4,55.3,0.0,0.0
2021,Natural Sciences,Mathematics,101-150,Technical University of Berlin,Germany,,55.3,69.5,76.3,16.2,0.0
2021,Natural Sciences,Mathematics,101-150,Technion-Israel Institute of Technology,Israel,,54.8,62.1,70.4,22.9,0.0
2021,Natural Sciences,Mathematics,101-150,The Hong Kong University of Science and Technology,Hong Kong (Special Administrative Region of China) [Hong Kong],,41.9,80.7,79.0,22.9,0.0
2021,Natural Sciences,Mathematics,101-150,The University of Glasgow,United Kingdom,,27.2,74.6,79.0,39.7,0.0
2021,Natural Sciences,Mathematics,101-150,University of Basel,Switzerland,,31.7,75.6,79.3,32.4,0.0
2021,Natural Sciences,Mathematics,101-150,University of Bath,United Kingdom,,40.5,69.4,81.6,28.1,0.0
2021,Natural Sciences,Mathematics,101-150,"University of California, Davis",United States,,44.3,78.4,69.4,28.1,0.0
2021,Natural Sciences,Mathematics,101-150,"University of California, Santa Barbara",United States,,39.9,72.2,69.7,28.1,0.0
2021,Natural Sciences,Mathematics,101-150,University of Connecticut,United States,,40.3,79.3,69.8,28.1,0.0
2021,Natural Sciences,Mathematics,101-150,University of Duisburg-Essen,Germany,,43.8,71.9,75.0,28.1,0.0
2021,Natural Sciences,Mathematics,101-150,University of Electronic Science and Technology of China,China,,61.0,100.0,61.2,0.0,0.0
2021,Natural Sciences,Mathematics,101-150,University of Gothenburg,Sweden,,35.4,65.9,82.0,32.4,0.0
2021,Natural Sciences,Mathematics,101-150,University of Helsinki,Finland,,43.8,66.4,82.2,32.4,0.0
2021,Natural Sciences,Mathematics,101-150,University of Illinois at Chicago,United States,,42.1,62.8,63.2,36.3,0.0
2021,Natural Sciences,Mathematics,101-150,University of Jyvaskyla,Finland,,42.6,74.9,80.5,22.9,0.0
2021,Natural Sciences,Mathematics,101-150,University of Lille,France,,48.4,57.6,76.2,28.1,0.0
2021,Natural Sciences,Mathematics,101-150,University of Lorraine,France,,50.6,59.1,77.9,22.9,0.0
2021,Natural Sciences,Mathematics,101-150,University of Notre Dame,United States,,44.7,69.8,67.4,28.1,0.0
2021,Natural Sciences,Mathematics,101-150,University of Pennsylvania,United States,,37.5,74.6,64.3,32.4,0.0
2021,Natural Sciences,Mathematics,101-150,University of Pisa,Italy,,51.3,64.2,75.6,22.9,0.0
